ID;Short Name;Long Name;Route Type;Color;Route URL;Shape;geo_point_2d
55;IC;Welkenraedt -- Eupen;Train;#9C76CD;;"{""coordinates"": [[[6.03711, 50.63516], [5.975386, 50.65971]], [[5.975386, 50.65971], [6.03711, 50.63516]]], ""type"": ""MultiLineString""}";50.647435, 6.006248
535;P;Luttre -- Charleroi-Sud;Train;#DED37A;;"{""coordinates"": [[[4.38412, 50.50586], [4.40053, 50.46201], [4.3932, 50.44311], [4.39422, 50.41217], [4.43857, 50.40471]], [[4.43857, 50.40471], [4.39422, 50.41217], [4.3932, 50.44311], [4.40053, 50.46201], [4.38412, 50.50586]]], ""type"": ""MultiLineString""}";50.4435636072, 4.40083707523
533;P;Quevy -- Manage;Train;#A735F9;;"{""coordinates"": [[[4.23468, 50.50611], [4.17986, 50.47816], [4.126349, 50.47446], [4.09852, 50.46954], [4.059987, 50.47075], [4.007808, 50.46988], [3.956093, 50.47164], [3.942542, 50.45386], [3.90659, 50.40593], [3.91164, 50.39064], [3.909489, 50.34153]]], ""type"": ""MultiLineString""}";50.453828399, 4.03811735017
421;ICT;Turnhout -- Blankenberge;Train;#B14EB3;;"{""coordinates"": [[[4.937413, 51.32203], [4.89309, 51.24102], [4.82954, 51.18151], [4.786148, 51.16836], [4.746515, 51.16576], [4.666589, 51.15984], [4.61846, 51.15106], [4.560611, 51.13576], [4.493184, 51.09124], [4.496119, 51.06998], [4.489917, 51.02988], [4.482785, 51.01765], [4.359118, 51.01084], [4.299069, 51.00909], [4.22911, 51.01449], [4.201663, 51.01629], [4.153496, 51.01944], [4.10143, 51.02278], [4.064472, 51.01523], [4.011095, 51.00315], [3.969195, 51.00196], [3.92137, 51.00315], [3.88188, 51.0016], [3.829591, 50.99175], [3.79709, 51.00281], [3.76889, 51.01753], [3.710673, 51.0359], [3.655201, 51.04729], [3.576856, 51.06431], [3.53621, 51.07321], [3.48737, 51.08391], [3.447848, 51.0923], [3.38673, 51.10761], [3.32989, 51.12801], [3.25747, 51.15411], [3.21673, 51.19723], [3.201796, 51.22312], [3.13386, 51.31243]], [[3.13386, 51.31243], [3.201796, 51.22312], [3.21673, 51.19723], [3.25747, 51.15411], [3.32989, 51.12801], [3.38673, 51.10761], [3.447848, 51.0923], [3.48737, 51.08391], [3.53621, 51.07321], [3.576856, 51.06431], [3.655201, 51.04729], [3.710673, 51.0359], [3.76889, 51.01753], [3.79709, 51.00281], [3.829591, 50.99175], [3.88188, 51.0016], [3.92137, 51.00315], [3.969195, 51.00196], [4.011095, 51.00315], [4.064472, 51.01523], [4.10143, 51.02278], [4.153496, 51.01944], [4.201663, 51.01629], [4.22911, 51.01449], [4.299069, 51.00909], [4.359118, 51.01084], [4.482785, 51.01765], [4.489917, 51.02988], [4.496119, 51.06998], [4.493184, 51.09124], [4.560611, 51.13576], [4.61846, 51.15106], [4.666589, 51.15984], [4.746515, 51.16576], [4.786148, 51.16836], [4.82954, 51.18151], [4.89309, 51.24102], [4.937413, 51.32203]]], ""type"": ""MultiLineString""}";51.096098923, 4.04733677837
305;S10;Jette -- Termonde;Train;#FC5D34;;"{""coordinates"": [[[4.326218, 50.88083], [4.274546, 50.89003], [4.207988, 50.90649], [4.216967, 50.93348], [4.222719, 50.95495], [4.187317, 50.97478]], [[4.187317, 50.97478], [4.222719, 50.95495], [4.216967, 50.93348], [4.207988, 50.90649], [4.274546, 50.89003], [4.326218, 50.88083]], [[4.187317, 50.97478], [4.156174, 50.9896], [4.134372, 51.00501], [4.117831, 51.0217], [4.10143, 51.02278]], [[4.10143, 51.02278], [4.117831, 51.0217], [4.134372, 51.00501], [4.156174, 50.9896], [4.187317, 50.97478]], [[4.10143, 51.02278], [4.117831, 51.0217], [4.134372, 51.00501], [4.156174, 50.9896], [4.187317, 50.97478], [4.222719, 50.95495], [4.216967, 50.93348], [4.207988, 50.90649], [4.274546, 50.89003], [4.326218, 50.88083]]], ""type"": ""MultiLineString""}";50.9427691833, 4.21097591988
227;IC;Anvers-Central -- Tongres;Train;#554B27;;"{""coordinates"": [[[4.421098, 51.2172], [4.432219, 51.19923], [4.448435, 51.18296], [4.494487, 51.16348], [4.560611, 51.13576], [4.638808, 51.11366], [4.671533, 51.09494], [4.708231, 51.07415], [4.773481, 51.03734], [4.80034, 51.02197], [4.82404, 50.98441], [4.86354, 51.00247], [4.94583, 51.00986], [4.98736, 51.00669], [5.05003, 50.99334], [5.187405, 50.96376], [5.327631, 50.93082], [5.419946, 50.91045], [5.50938, 50.86864], [5.47328, 50.7844]], [[5.47328, 50.7844], [5.50938, 50.86864], [5.419946, 50.91045], [5.327631, 50.93082], [5.187405, 50.96376], [5.05003, 50.99334], [4.98736, 51.00669], [4.94583, 51.00986], [4.86354, 51.00247], [4.82404, 50.98441], [4.80034, 51.02197], [4.773481, 51.03734], [4.708231, 51.07415], [4.671533, 51.09494], [4.638808, 51.11366], [4.560611, 51.13576], [4.494487, 51.16348], [4.448435, 51.18296], [4.432219, 51.19923], [4.421098, 51.2172]], [[5.47328, 50.7844], [5.50938, 50.86864], [5.419946, 50.91045], [5.327631, 50.93082], [5.187405, 50.96376], [5.05003, 50.99334], [4.98736, 51.00669], [4.94583, 51.00986], [4.86354, 51.00247], [4.82404, 50.98441], [4.747681, 50.95626], [4.715868, 50.88228], [4.67219, 50.90353], [4.63352, 50.90052], [4.585, 50.89651], [4.5433, 50.89307], [4.50611, 50.88331], [4.482072, 50.89646], [4.482785, 51.01765], [4.489917, 51.02988], [4.496119, 51.06998], [4.493184, 51.09124], [4.476358, 51.13403], [4.465158, 51.15412], [4.455737, 51.17125], [4.446515, 51.18303], [4.432219, 51.19923], [4.421098, 51.2172]], [[4.421098, 51.2172], [4.432219, 51.19923], [4.446515, 51.18303], [4.455737, 51.17125], [4.465158, 51.15412], [4.476358, 51.13403], [4.493184, 51.09124], [4.496119, 51.06998], [4.489917, 51.02988], [4.482785, 51.01765], [4.482072, 50.89646], [4.50611, 50.88331], [4.5433, 50.89307], [4.585, 50.89651], [4.63352, 50.90052], [4.67219, 50.90353], [4.715868, 50.88228], [4.747681, 50.95626], [4.82404, 50.98441], [4.86354, 51.00247], [4.94583, 51.00986], [4.98736, 51.00669], [5.05003, 50.99334], [5.187405, 50.96376], [5.327631, 50.93082], [5.419946, 50.91045], [5.50938, 50.86864], [5.47328, 50.7844]]], ""type"": ""MultiLineString""}";50.9821576551, 4.9417022955
223;S32;Anvers-Central -- Puurs;Train;#F2463F;;"{""coordinates"": [[[4.421098, 51.2172], [4.432219, 51.19923]], [[4.360698, 51.09071], [4.325001, 51.08103], [4.282701, 51.07722]], [[4.432219, 51.19923], [4.390264, 51.19783], [4.347787, 51.1827], [4.338294, 51.13625], [4.340261, 51.12551], [4.338591, 51.1116], [4.360698, 51.09071]], [[4.421098, 51.2172], [4.432219, 51.19923], [4.390264, 51.19783], [4.347787, 51.1827], [4.338294, 51.13625], [4.340261, 51.12551], [4.338591, 51.1116], [4.360698, 51.09071], [4.325001, 51.08103], [4.282701, 51.07722]]], ""type"": ""MultiLineString""}";51.1431657375, 4.35763825845
41;BUS;La Louviere- Centre -- La Louviere-Sud;Train;#A7F819;;"{""coordinates"": [[[4.190611, 50.46498], [4.17986, 50.47816]], [[4.17986, 50.47816], [4.190611, 50.46498]]], ""type"": ""MultiLineString""}";50.47157, 4.1852355
472;P;Malines -- Louvain;Train;#389C40;;"{""coordinates"": [[[4.715868, 50.88228], [4.701478, 50.92274], [4.66301, 50.94425], [4.638014, 50.95855], [4.613306, 50.96643], [4.5739, 50.98185], [4.537634, 50.99779], [4.51384, 51.0082], [4.482785, 51.01765]], [[4.482785, 51.01765], [4.51384, 51.0082], [4.537634, 50.99779], [4.5739, 50.98185], [4.613306, 50.96643], [4.638014, 50.95855], [4.66301, 50.94425], [4.701478, 50.92274], [4.715868, 50.88228]]], ""type"": ""MultiLineString""}";50.9628154306, 4.61119781083
470;P;Hasselt -- Genk;Train;#F24F24;;"{""coordinates"": [[[5.327631, 50.93082], [5.350226, 50.95485], [5.408383, 50.95581], [5.497683, 50.96706]], [[5.497683, 50.96706], [5.408383, 50.95581], [5.350226, 50.95485], [5.327631, 50.93082]]], ""type"": ""MultiLineString""}";50.9560881609, 5.40858444515
344;S61;Namur -- Charleroi-Sud;Train;#C5CA08;;"{""coordinates"": [[[4.43857, 50.40471], [4.468512, 50.39272], [4.52186, 50.4101], [4.542787, 50.42383], [4.55265, 50.42915], [4.58455, 50.42953], [4.608824, 50.43223], [4.630534, 50.4492], [4.66263, 50.45095], [4.66939, 50.45255], [4.69381, 50.45275], [4.73355, 50.43954], [4.762371, 50.44333], [4.8063, 50.45624], [4.82842, 50.45774], [4.86222, 50.46879]]], ""type"": ""MultiLineString""}";50.4352909596, 4.6483104748
345;S61;Ottignies -- Namur;Train;#57D4D4;;"{""coordinates"": [[[4.56936, 50.67367], [4.569049, 50.65994], [4.56582, 50.64557], [4.54926, 50.62183], [4.53916, 50.61034], [4.533348, 50.5781], [4.552674, 50.55808], [4.566134, 50.51173], [4.543746, 50.48192], [4.46295, 50.43245], [4.436652, 50.41095], [4.43857, 50.40471], [4.468512, 50.39272], [4.52186, 50.4101], [4.542787, 50.42383], [4.55265, 50.42915], [4.58455, 50.42953], [4.608824, 50.43223], [4.630534, 50.4492], [4.66263, 50.45095], [4.66939, 50.45255], [4.69381, 50.45275], [4.73355, 50.43954], [4.762371, 50.44333], [4.8063, 50.45624], [4.82842, 50.45774], [4.86222, 50.46879]], [[4.86222, 50.46879], [4.82842, 50.45774], [4.8063, 50.45624], [4.762371, 50.44333], [4.73355, 50.43954], [4.69381, 50.45275], [4.66939, 50.45255], [4.66263, 50.45095], [4.630534, 50.4492], [4.608824, 50.43223], [4.58455, 50.42953], [4.55265, 50.42915], [4.542787, 50.42383], [4.52186, 50.4101], [4.468512, 50.39272], [4.43857, 50.40471], [4.436652, 50.41095], [4.46295, 50.43245], [4.543746, 50.48192], [4.566134, 50.51173], [4.552674, 50.55808], [4.533348, 50.5781], [4.53916, 50.61034], [4.54926, 50.62183], [4.56582, 50.64557], [4.569049, 50.65994], [4.56936, 50.67367]]], ""type"": ""MultiLineString""}";50.4756745444, 4.59494252255
349;S61;Basse-Wavre -- Namur;Train;#5FF3F5;;"{""coordinates"": [[[4.86222, 50.46879], [4.82842, 50.45774], [4.8063, 50.45624], [4.762371, 50.44333], [4.73355, 50.43954], [4.69381, 50.45275], [4.66939, 50.45255], [4.66263, 50.45095], [4.630534, 50.4492], [4.608824, 50.43223], [4.58455, 50.42953], [4.55265, 50.42915], [4.542787, 50.42383], [4.52186, 50.4101], [4.468512, 50.39272], [4.43857, 50.40471], [4.436652, 50.41095], [4.46295, 50.43245], [4.543746, 50.48192], [4.566134, 50.51173], [4.552674, 50.55808], [4.533348, 50.5781], [4.53916, 50.61034], [4.54926, 50.62183], [4.56582, 50.64557], [4.569049, 50.65994], [4.56936, 50.67367], [4.5753, 50.69214], [4.59475, 50.70777], [4.60478, 50.71627], [4.621653, 50.72442]]], ""type"": ""MultiLineString""}";50.4954162687, 4.59462275826
293;IC;Liers -- Mouscron;Train;#C0258E;;"{""coordinates"": [[[3.228449, 50.741], [3.245961, 50.7139], [3.354835, 50.62989], [3.39694, 50.61313], [3.45131, 50.56963], [3.495523, 50.54756], [3.526178, 50.52736], [3.592777, 50.5137], [3.666308, 50.50546], [3.698768, 50.48257], [3.724245, 50.46454], [3.820255, 50.44286], [3.856541, 50.44983], [3.885583, 50.45258], [3.942542, 50.45386], [3.956093, 50.47164], [4.007808, 50.46988], [4.059987, 50.47075], [4.09852, 50.46954], [4.126349, 50.47446], [4.190611, 50.46498], [4.24737, 50.458], [4.263829, 50.44796], [4.28844, 50.43496], [4.325381, 50.43331], [4.39422, 50.41217], [4.43857, 50.40471], [4.468512, 50.39272], [4.52186, 50.4101], [4.542787, 50.42383], [4.55265, 50.42915], [4.58455, 50.42953], [4.608824, 50.43223], [4.630534, 50.4492], [4.66263, 50.45095], [4.66939, 50.45255], [4.69381, 50.45275], [4.73355, 50.43954], [4.762371, 50.44333], [4.8063, 50.45624], [4.82842, 50.45774], [4.86222, 50.46879], [4.96458, 50.48074], [4.997939, 50.47043], [5.026359, 50.49224], [5.08175, 50.49721], [5.094701, 50.49677], [5.19094, 50.52263], [5.21968, 50.52828], [5.23421, 50.52724], [5.289727, 50.53922], [5.32049, 50.54601], [5.330336, 50.55349], [5.40199, 50.58296], [5.457661, 50.59531], [5.46831, 50.6004], [5.48098, 50.60535], [5.497871, 50.61845], [5.510161, 50.61965], [5.55891, 50.60984], [5.566698, 50.62455]], [[3.942542, 50.45386], [3.956093, 50.47164], [4.007808, 50.46988], [4.059987, 50.47075], [4.09852, 50.46954], [4.126349, 50.47446], [4.190611, 50.46498], [4.24737, 50.458], [4.263829, 50.44796], [4.28844, 50.43496], [4.325381, 50.43331], [4.39422, 50.41217], [4.43857, 50.40471], [4.468512, 50.39272], [4.52186, 50.4101], [4.542787, 50.42383], [4.55265, 50.42915], [4.58455, 50.42953], [4.608824, 50.43223], [4.630534, 50.4492], [4.66263, 50.45095], [4.66939, 50.45255], [4.69381, 50.45275], [4.73355, 50.43954], [4.762371, 50.44333], [4.8063, 50.45624], [4.82842, 50.45774], [4.86222, 50.46879], [4.96458, 50.48074], [4.997939, 50.47043], [5.026359, 50.49224], [5.08175, 50.49721], [5.094701, 50.49677], [5.19094, 50.52263], [5.21968, 50.52828], [5.23421, 50.52724], [5.289727, 50.53922], [5.32049, 50.54601], [5.330336, 50.55349], [5.40199, 50.58296], [5.457661, 50.59531], [5.46831, 50.6004], [5.48098, 50.60535], [5.497871, 50.61845], [5.510161, 50.61965], [5.55891, 50.60984], [5.566698, 50.62455], [5.56113, 50.6403], [5.570451, 50.64635], [5.622762, 50.66091], [5.600094, 50.69246], [5.566829, 50.69818]], [[3.228449, 50.741], [3.245961, 50.7139], [3.354835, 50.62989], [3.39694, 50.61313], [3.45131, 50.56963], [3.495523, 50.54756], [3.526178, 50.52736], [3.592777, 50.5137], [3.666308, 50.50546], [3.698768, 50.48257], [3.724245, 50.46454], [3.820255, 50.44286], [3.856541, 50.44983], [3.885583, 50.45258], [3.942542, 50.45386], [3.956093, 50.47164], [4.007808, 50.46988], [4.059987, 50.47075], [4.09852, 50.46954], [4.126349, 50.47446], [4.190611, 50.46498], [4.24737, 50.458], [4.263829, 50.44796], [4.28844, 50.43496], [4.325381, 50.43331], [4.39422, 50.41217], [4.43857, 50.40471], [4.468512, 50.39272], [4.52186, 50.4101], [4.542787, 50.42383], [4.55265, 50.42915], [4.58455, 50.42953], [4.608824, 50.43223], [4.630534, 50.4492], [4.66263, 50.45095], [4.66939, 50.45255], [4.69381, 50.45275], [4.73355, 50.43954], [4.762371, 50.44333], [4.8063, 50.45624], [4.82842, 50.45774], [4.86222, 50.46879], [4.96458, 50.48074], [4.997939, 50.47043], [5.026359, 50.49224], [5.08175, 50.49721], [5.094701, 50.49677], [5.19094, 50.52263], [5.21968, 50.52828], [5.23421, 50.52724], [5.289727, 50.53922], [5.32049, 50.54601], [5.330336, 50.55349], [5.40199, 50.58296], [5.457661, 50.59531], [5.46831, 50.6004], [5.48098, 50.60535], [5.497871, 50.61845], [5.510161, 50.61965], [5.55891, 50.60984], [5.566698, 50.62455], [5.56113, 50.6403], [5.570451, 50.64635], [5.622762, 50.66091], [5.600094, 50.69246], [5.566829, 50.69818]], [[3.942542, 50.45386], [3.885583, 50.45258], [3.856541, 50.44983], [3.820255, 50.44286], [3.724245, 50.46454], [3.698768, 50.48257], [3.666308, 50.50546], [3.592777, 50.5137], [3.526178, 50.52736], [3.495523, 50.54756], [3.45131, 50.56963], [3.39694, 50.61313], [3.354835, 50.62989], [3.245961, 50.7139], [3.228449, 50.741]], [[3.228449, 50.741], [3.245961, 50.7139], [3.354835, 50.62989], [3.39694, 50.61313], [3.45131, 50.56963], [3.495523, 50.54756], [3.526178, 50.52736], [3.592777, 50.5137], [3.666308, 50.50546], [3.698768, 50.48257], [3.724245, 50.46454], [3.820255, 50.44286], [3.856541, 50.44983], [3.885583, 50.45258], [3.942542, 50.45386], [3.956093, 50.47164], [4.007808, 50.46988], [4.059987, 50.47075], [4.09852, 50.46954], [4.126349, 50.47446], [4.17986, 50.47816], [4.23468, 50.50611], [4.29031, 50.4928], [4.325126, 50.49706], [4.355296, 50.51381], [4.38412, 50.50586], [4.40053, 50.46201], [4.3932, 50.44311], [4.39422, 50.41217], [4.43857, 50.40471], [4.468512, 50.39272], [4.52186, 50.4101], [4.542787, 50.42383], [4.55265, 50.42915], [4.58455, 50.42953], [4.608824, 50.43223], [4.630534, 50.4492], [4.66263, 50.45095], [4.66939, 50.45255], [4.69381, 50.45275], [4.73355, 50.43954], [4.762371, 50.44333], [4.8063, 50.45624], [4.82842, 50.45774], [4.86222, 50.46879], [4.96458, 50.48074], [4.997939, 50.47043], [5.026359, 50.49224], [5.08175, 50.49721], [5.094701, 50.49677], [5.19094, 50.52263], [5.21968, 50.52828], [5.23421, 50.52724], [5.289727, 50.53922], [5.32049, 50.54601], [5.330336, 50.55349], [5.40199, 50.58296], [5.457661, 50.59531], [5.46831, 50.6004], [5.48098, 50.60535], [5.497871, 50.61845], [5.510161, 50.61965], [5.55891, 50.60984], [5.566698, 50.62455], [5.56113, 50.6403], [5.570451, 50.64635], [5.622762, 50.66091], [5.600094, 50.69246], [5.566829, 50.69818]], [[5.566829, 50.69818], [5.600094, 50.69246], [5.622762, 50.66091], [5.570451, 50.64635], [5.56113, 50.6403], [5.566698, 50.62455], [5.55891, 50.60984], [5.510161, 50.61965], [5.497871, 50.61845], [5.48098, 50.60535], [5.46831, 50.6004], [5.457661, 50.59531], [5.40199, 50.58296], [5.330336, 50.55349], [5.32049, 50.54601], [5.289727, 50.53922], [5.23421, 50.52724], [5.21968, 50.52828], [5.19094, 50.52263], [5.094701, 50.49677], [5.08175, 50.49721], [5.026359, 50.49224], [4.997939, 50.47043], [4.96458, 50.48074], [4.86222, 50.46879], [4.82842, 50.45774], [4.8063, 50.45624], [4.762371, 50.44333], [4.73355, 50.43954], [4.69381, 50.45275], [4.66939, 50.45255], [4.66263, 50.45095], [4.630534, 50.4492], [4.608824, 50.43223], [4.58455, 50.42953], [4.55265, 50.42915], [4.542787, 50.42383], [4.52186, 50.4101], [4.468512, 50.39272], [4.43857, 50.40471], [4.39422, 50.41217], [4.325381, 50.43331], [4.28844, 50.43496], [4.263829, 50.44796], [4.24737, 50.458], [4.190611, 50.46498], [4.126349, 50.47446], [4.09852, 50.46954], [4.059987, 50.47075], [4.007808, 50.46988], [3.956093, 50.47164], [3.942542, 50.45386], [3.885583, 50.45258], [3.856541, 50.44983], [3.820255, 50.44286], [3.724245, 50.46454], [3.698768, 50.48257], [3.666308, 50.50546], [3.592777, 50.5137], [3.526178, 50.52736], [3.495523, 50.54756], [3.45131, 50.56963], [3.39694, 50.61313], [3.354835, 50.62989], [3.245961, 50.7139], [3.228449, 50.741]], [[5.566829, 50.69818], [5.600094, 50.69246], [5.622762, 50.66091], [5.570451, 50.64635], [5.56113, 50.6403], [5.566698, 50.62455], [5.55891, 50.60984], [5.510161, 50.61965], [5.497871, 50.61845], [5.48098, 50.60535], [5.46831, 50.6004], [5.457661, 50.59531], [5.40199, 50.58296], [5.330336, 50.55349], [5.32049, 50.54601], [5.289727, 50.53922], [5.23421, 50.52724], [5.21968, 50.52828], [5.19094, 50.52263], [5.094701, 50.49677], [5.08175, 50.49721], [5.026359, 50.49224], [4.997939, 50.47043], [4.96458, 50.48074], [4.86222, 50.46879], [4.82842, 50.45774], [4.8063, 50.45624], [4.762371, 50.44333], [4.73355, 50.43954], [4.69381, 50.45275], [4.66939, 50.45255], [4.66263, 50.45095], [4.630534, 50.4492], [4.608824, 50.43223], [4.58455, 50.42953], [4.55265, 50.42915], [4.542787, 50.42383], [4.52186, 50.4101], [4.468512, 50.39272], [4.43857, 50.40471], [4.39422, 50.41217], [4.3932, 50.44311], [4.40053, 50.46201], [4.38412, 50.50586], [4.355296, 50.51381], [4.325126, 50.49706], [4.29031, 50.4928], [4.23468, 50.50611], [4.17986, 50.47816], [4.126349, 50.47446], [4.09852, 50.46954], [4.059987, 50.47075], [4.007808, 50.46988], [3.956093, 50.47164], [3.942542, 50.45386], [3.885583, 50.45258], [3.856541, 50.44983], [3.820255, 50.44286], [3.724245, 50.46454], [3.698768, 50.48257], [3.666308, 50.50546], [3.592777, 50.5137], [3.526178, 50.52736], [3.495523, 50.54756], [3.45131, 50.56963], [3.39694, 50.61313], [3.354835, 50.62989], [3.245961, 50.7139], [3.228449, 50.741]], [[5.566698, 50.62455], [5.56113, 50.6403], [5.570451, 50.64635], [5.622762, 50.66091], [5.600094, 50.69246], [5.566829, 50.69818]], [[5.566829, 50.69818], [5.600094, 50.69246], [5.622762, 50.66091], [5.570451, 50.64635], [5.56113, 50.6403], [5.566698, 50.62455], [5.55891, 50.60984], [5.510161, 50.61965], [5.497871, 50.61845], [5.48098, 50.60535], [5.46831, 50.6004], [5.457661, 50.59531], [5.40199, 50.58296], [5.330336, 50.55349], [5.32049, 50.54601], [5.289727, 50.53922], [5.23421, 50.52724], [5.21968, 50.52828], [5.19094, 50.52263], [5.094701, 50.49677], [5.08175, 50.49721], [5.026359, 50.49224], [4.997939, 50.47043], [4.96458, 50.48074], [4.86222, 50.46879], [4.82842, 50.45774], [4.8063, 50.45624], [4.762371, 50.44333], [4.73355, 50.43954], [4.69381, 50.45275], [4.66939, 50.45255], [4.66263, 50.45095], [4.630534, 50.4492], [4.608824, 50.43223], [4.58455, 50.42953], [4.55265, 50.42915], [4.542787, 50.42383], [4.52186, 50.4101], [4.468512, 50.39272], [4.43857, 50.40471], [4.39422, 50.41217], [4.325381, 50.43331], [4.28844, 50.43496], [4.263829, 50.44796], [4.24737, 50.458], [4.190611, 50.46498], [4.126349, 50.47446], [4.09852, 50.46954], [4.059987, 50.47075], [4.007808, 50.46988], [3.956093, 50.47164], [3.942542, 50.45386]], [[5.566829, 50.69818], [5.600094, 50.69246], [5.622762, 50.66091], [5.570451, 50.64635], [5.56113, 50.6403], [5.566698, 50.62455]], [[5.566698, 50.62455], [5.55891, 50.60984], [5.510161, 50.61965], [5.497871, 50.61845], [5.48098, 50.60535], [5.46831, 50.6004], [5.457661, 50.59531], [5.40199, 50.58296], [5.330336, 50.55349], [5.32049, 50.54601], [5.289727, 50.53922], [5.23421, 50.52724], [5.21968, 50.52828], [5.19094, 50.52263], [5.094701, 50.49677], [5.08175, 50.49721], [5.026359, 50.49224], [4.997939, 50.47043], [4.96458, 50.48074], [4.86222, 50.46879], [4.82842, 50.45774], [4.8063, 50.45624], [4.762371, 50.44333], [4.73355, 50.43954], [4.69381, 50.45275], [4.66939, 50.45255], [4.66263, 50.45095], [4.630534, 50.4492], [4.608824, 50.43223], [4.58455, 50.42953], [4.55265, 50.42915], [4.542787, 50.42383], [4.52186, 50.4101], [4.468512, 50.39272], [4.43857, 50.40471], [4.39422, 50.41217], [4.325381, 50.43331], [4.28844, 50.43496], [4.263829, 50.44796], [4.24737, 50.458], [4.190611, 50.46498], [4.126349, 50.47446], [4.09852, 50.46954], [4.059987, 50.47075], [4.007808, 50.46988], [3.956093, 50.47164], [3.942542, 50.45386], [3.885583, 50.45258], [3.856541, 50.44983], [3.820255, 50.44286], [3.724245, 50.46454], [3.698768, 50.48257], [3.666308, 50.50546], [3.592777, 50.5137], [3.526178, 50.52736], [3.495523, 50.54756], [3.45131, 50.56963], [3.39694, 50.61313], [3.354835, 50.62989], [3.245961, 50.7139], [3.228449, 50.741]], [[3.228449, 50.741], [3.245961, 50.7139], [3.354835, 50.62989], [3.39694, 50.61313], [3.45131, 50.56963], [3.495523, 50.54756], [3.526178, 50.52736], [3.592777, 50.5137], [3.666308, 50.50546], [3.698768, 50.48257], [3.724245, 50.46454], [3.820255, 50.44286], [3.856541, 50.44983], [3.885583, 50.45258], [3.942542, 50.45386]]], ""type"": ""MultiLineString""}";50.5140595814, 4.44713041028
590;L;Londerzeel -- Courtrai;Train;#3E9F5C;;"{""coordinates"": [[[4.299069, 51.00909], [4.22911, 51.01449], [4.201663, 51.01629], [4.153496, 51.01944], [4.10143, 51.02278], [4.064472, 51.01523], [4.011095, 51.00315], [3.969195, 51.00196], [3.92137, 51.00315], [3.88188, 51.0016], [3.829591, 50.99175], [3.79709, 51.00281], [3.76889, 51.01753], [3.710673, 51.0359], [3.650467, 50.99706], [3.534435, 50.97826], [3.42551, 50.89246], [3.314007, 50.85587], [3.264548, 50.8245]]], ""type"": ""MultiLineString""}";50.975617519, 3.76684746519
37;BUS;Louvain -- Waremme;Train;#359CF2;;"{""coordinates"": [[[5.24948, 50.69455], [5.07966, 50.74793], [5.03632, 50.76396], [4.99422, 50.77213], [4.92581, 50.80802], [4.83552, 50.83628], [4.715868, 50.88228]], [[4.715868, 50.88228], [4.83552, 50.83628], [4.92581, 50.80802], [4.99422, 50.77213], [5.03632, 50.76396], [5.07966, 50.74793], [5.24948, 50.69455]]], ""type"": ""MultiLineString""}";50.7850157681, 4.98148155293
431;ICT;Ottignies -- Bruxelles-Midi;Train;#C5A2BE;;"{""coordinates"": [[[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.415358, 50.88969], [4.442773, 50.89048], [4.46989, 50.88572], [4.50611, 50.88331], [4.5433, 50.89307], [4.585, 50.89651], [4.63352, 50.90052], [4.67219, 50.90353], [4.715868, 50.88228], [4.695201, 50.86253], [4.65331, 50.83593], [4.651728, 50.80063], [4.651483, 50.77851], [4.65387, 50.7615], [4.662441, 50.75435], [4.6496, 50.73665], [4.621653, 50.72442], [4.60478, 50.71627], [4.59475, 50.70777], [4.5753, 50.69214], [4.56936, 50.67367]]], ""type"": ""MultiLineString""}";50.8406395352, 4.5709209333
400;L;Libramont -- Virton;Train;#02D8B7;;"{""coordinates"": [[[5.37927, 49.92043], [5.267189, 49.85283], [5.33112, 49.70697], [5.519122, 49.56082]]], ""type"": ""MultiLineString""}";49.7405301215, 5.36190101356
370;S44;Liege-Guillemins -- Waremme;Train;#57041B;;"{""coordinates"": [[[5.566698, 50.62455], [5.5097, 50.66121], [5.46055, 50.65861], [5.42956, 50.66181], [5.39845, 50.66405], [5.3676, 50.66991], [5.32141, 50.67861], [5.286398, 50.68507], [5.24948, 50.69455]], [[5.24948, 50.69455], [5.286398, 50.68507], [5.32141, 50.67861], [5.3676, 50.66991], [5.39845, 50.66405], [5.42956, 50.66181], [5.46055, 50.65861], [5.5097, 50.66121], [5.566698, 50.62455]]], ""type"": ""MultiLineString""}";50.6652390568, 5.41146338736
