ID;Short Name;Long Name;Route Type;Color;Route URL;Shape;geo_point_2d
474;P;Bruxelles-Midi -- Vise;Train;#2063BD;;"{""coordinates"": [[[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.415358, 50.88969], [4.442773, 50.89048], [4.46989, 50.88572], [4.50611, 50.88331], [4.5433, 50.89307], [4.585, 50.89651], [4.63352, 50.90052], [4.67219, 50.90353], [4.715868, 50.88228], [5.5097, 50.66121], [5.566698, 50.62455], [5.611062, 50.64396], [5.692548, 50.73776]], [[5.692548, 50.73776], [5.611062, 50.64396], [5.566698, 50.62455], [5.5097, 50.66121], [4.715868, 50.88228], [4.67219, 50.90353], [4.63352, 50.90052], [4.585, 50.89651], [4.5433, 50.89307], [4.50611, 50.88331], [4.46989, 50.88572], [4.442773, 50.89048], [4.415358, 50.88969], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571]]], ""type"": ""MultiLineString""}";50.7863313171, 5.02806305656
475;P;Vise -- Braine-Le-Comte;Train;#CE26BE;;"{""coordinates"": [[[5.692548, 50.73776], [5.611062, 50.64396], [5.566698, 50.62455], [5.5097, 50.66121], [4.715868, 50.88228], [4.67219, 50.90353], [4.63352, 50.90052], [4.585, 50.89651], [4.5433, 50.89307], [4.50611, 50.88331], [4.46989, 50.88572], [4.442773, 50.89048], [4.415358, 50.88969], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571], [4.309167, 50.80922], [4.29533, 50.79183], [4.2737, 50.76636], [4.25856, 50.75158], [4.240633, 50.73393], [4.22158, 50.71511], [4.20573, 50.69171], [4.17589, 50.65101], [4.13766, 50.60508]]], ""type"": ""MultiLineString""}";50.7753858711, 4.89200302385
299;IC;Charleroi-Sud -- Mouscron;Train;#1CFF4A;;"{""coordinates"": [[[4.43857, 50.40471], [4.39422, 50.41217], [4.325381, 50.43331], [4.28844, 50.43496], [4.263829, 50.44796], [4.24737, 50.458], [4.190611, 50.46498], [4.126349, 50.47446], [4.09852, 50.46954], [4.059987, 50.47075], [4.007808, 50.46988], [3.956093, 50.47164], [3.942542, 50.45386], [3.885583, 50.45258], [3.856541, 50.44983], [3.820255, 50.44286], [3.724245, 50.46454], [3.698768, 50.48257], [3.666308, 50.50546], [3.592777, 50.5137], [3.526178, 50.52736], [3.495523, 50.54756], [3.45131, 50.56963], [3.39694, 50.61313], [3.354835, 50.62989], [3.245961, 50.7139], [3.228449, 50.741]]], ""type"": ""MultiLineString""}";50.5097393571, 3.80943806297
520;IC;Moustier -- Jambes;Train;#10E2A4;;"{""coordinates"": [[[4.69381, 50.45275], [4.73355, 50.43954], [4.762371, 50.44333], [4.8063, 50.45624], [4.82842, 50.45774], [4.86222, 50.46879], [4.876143, 50.45485]]], ""type"": ""MultiLineString""}";50.4522624857, 4.78719980743
444;P;Bruges -- Knokke;Train;#BC9F5B;;"{""coordinates"": [[[3.28519, 51.3399], [3.263591, 51.3382], [3.239182, 51.33398], [3.201796, 51.22312], [3.21673, 51.19723]], [[3.21673, 51.19723], [3.201796, 51.22312], [3.239182, 51.33398], [3.263591, 51.3382], [3.28519, 51.3399]]], ""type"": ""MultiLineString""}";51.2821321047, 3.22875333285
236;L;Malines -- Saint-Nicolas;Train;#697E6B;;"{""coordinates"": [[[4.35602, 51.06635], [4.282701, 51.07722], [4.24053, 51.09923], [4.221349, 51.12608], [4.142963, 51.17147]], [[4.35602, 51.06635], [4.482785, 51.01765]], [[4.142963, 51.17147], [4.221349, 51.12608], [4.24053, 51.09923], [4.282701, 51.07722], [4.35602, 51.06635]], [[4.482785, 51.01765], [4.35602, 51.06635]]], ""type"": ""MultiLineString""}";51.0850625749, 4.30753320249
145;EXTRA;Bruxelles-Midi -- Liege-Guillemins;Train;#811B17;;"{""coordinates"": [[[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.415358, 50.88969], [4.442773, 50.89048], [4.46989, 50.88572], [4.50611, 50.88331], [4.5433, 50.89307], [4.585, 50.89651], [4.63352, 50.90052], [4.67219, 50.90353], [4.715868, 50.88228], [5.5097, 50.66121], [5.566698, 50.62455]]], ""type"": ""MultiLineString""}";50.8010953444, 4.94769676699
134;EXTRA;Bruxelles-Nord -- Anvers-Central;Train;#E0A070;;"{""coordinates"": [[[4.421098, 51.2172], [4.432219, 51.19923], [4.448435, 51.18296], [4.468841, 51.16903], [4.465158, 51.15412], [4.476358, 51.13403], [4.493184, 51.09124], [4.496119, 51.06998], [4.489917, 51.02988], [4.482785, 51.01765], [4.470935, 50.97745], [4.45749, 50.9584], [4.432826, 50.92458], [4.417075, 50.9075], [4.37864, 50.87851], [4.36085, 50.85966]]], ""type"": ""MultiLineString""}";51.0332244559, 4.45261851691
494;P;Ath -- Grammont;Train;#7B1544;;"{""coordinates"": [[[3.872326, 50.77113], [3.84709, 50.7331], [3.836434, 50.71201], [3.835174, 50.70306], [3.82341, 50.68658], [3.793624, 50.66124], [3.777428, 50.62694]], [[3.777428, 50.62694], [3.793624, 50.66124], [3.82341, 50.68658], [3.835174, 50.70306], [3.836434, 50.71201], [3.84709, 50.7331], [3.872326, 50.77113]]], ""type"": ""MultiLineString""}";50.6984836401, 3.82513010416
29;BUS;Mouscron -- Ath;Train;#8C4AD4;;"{""coordinates"": [[[3.228449, 50.741], [3.245961, 50.7139], [3.354835, 50.62989], [3.39694, 50.61313], [3.616876, 50.60061], [3.777428, 50.62694]], [[3.777428, 50.62694], [3.616876, 50.60061], [3.39694, 50.61313], [3.354835, 50.62989], [3.245961, 50.7139], [3.228449, 50.741]]], ""type"": ""MultiLineString""}";50.6313137817, 3.48669941468
375;S43;Maastricht (nl) -- Hasselt;Train;#EF0A3C;;"{""coordinates"": [[[5.327631, 50.93082], [5.419946, 50.91045], [5.50938, 50.86864], [5.47328, 50.7844], [5.535429, 50.75043], [5.566829, 50.69818], [5.600094, 50.69246], [5.622762, 50.66091], [5.570451, 50.64635], [5.56113, 50.6403], [5.566698, 50.62455]], [[5.566698, 50.62455], [5.611062, 50.64396], [5.692548, 50.73776], [5.702903, 50.75841], [5.70979, 50.77213]], [[5.683333, 50.85], [5.716712, 50.8385], [5.70979, 50.77213], [5.702903, 50.75841]], [[5.70979, 50.77213], [5.716712, 50.8385], [5.683333, 50.85]], [[5.702903, 50.75841], [5.692548, 50.73776], [5.611062, 50.64396], [5.566698, 50.62455]], [[5.566698, 50.62455], [5.56113, 50.6403], [5.570451, 50.64635], [5.622762, 50.66091], [5.600094, 50.69246], [5.566829, 50.69818], [5.535429, 50.75043], [5.47328, 50.7844], [5.50938, 50.86864], [5.419946, 50.91045], [5.327631, 50.93082]]], ""type"": ""MultiLineString""}";50.7700855317, 5.56058727177
394;L;Libramont -- Arlon;Train;#DD818F;;"{""coordinates"": [[[5.828944, 49.56334], [5.818919, 49.59278], [5.809972, 49.68053]], [[5.809972, 49.68053], [5.818919, 49.59278], [5.828944, 49.56334], [5.798058, 49.56409], [5.741347, 49.55621], [5.519122, 49.56082], [5.33112, 49.70697], [5.267189, 49.85283], [5.37927, 49.92043]], [[5.809972, 49.68053], [5.818919, 49.59278], [5.828944, 49.56334]], [[5.828944, 49.56334], [5.798058, 49.56409], [5.741347, 49.55621], [5.519122, 49.56082], [5.33112, 49.70697], [5.267189, 49.85283], [5.37927, 49.92043]], [[5.37927, 49.92043], [5.452557, 49.85432], [5.539757, 49.72733], [5.632689, 49.71825], [5.769116, 49.69094], [5.786525, 49.68824], [5.809972, 49.68053]], [[5.519122, 49.56082], [5.33112, 49.70697], [5.267189, 49.85283], [5.37927, 49.92043]], [[5.37927, 49.92043], [5.267189, 49.85283], [5.33112, 49.70697], [5.519122, 49.56082], [5.741347, 49.55621], [5.798058, 49.56409], [5.828944, 49.56334]], [[5.809972, 49.68053], [5.786525, 49.68824], [5.769116, 49.69094], [5.632689, 49.71825], [5.539757, 49.72733], [5.452557, 49.85432], [5.37927, 49.92043]], [[5.809972, 49.68053], [5.818919, 49.59278], [5.828944, 49.56334], [5.798058, 49.56409], [5.741347, 49.55621], [5.519122, 49.56082]]], ""type"": ""MultiLineString""}";49.6883014303, 5.53160590838
399;L;Malines -- Termonde;Train;#241985;;"{""coordinates"": [[[4.482785, 51.01765], [4.359118, 51.01084], [4.299069, 51.00909], [4.22911, 51.01449], [4.201663, 51.01629], [4.153496, 51.01944], [4.10143, 51.02278]]], ""type"": ""MultiLineString""}";51.0145984141, 4.29206908935
7;BUS;Hasselt -- Genk;Train;#926A8E;;"{""coordinates"": [[[5.497683, 50.96706], [5.408383, 50.95581], [5.350226, 50.95485], [5.327631, 50.93082]], [[5.327631, 50.93082], [5.350226, 50.95485], [5.408383, 50.95581], [5.497683, 50.96706]]], ""type"": ""MultiLineString""}";50.9560881609, 5.40858444515
588;L;Deinze -- Termonde;Train;#108A03;;"{""coordinates"": [[[3.534435, 50.97826], [3.650467, 50.99706], [3.710673, 51.0359], [3.76889, 51.01753], [3.79709, 51.00281], [3.829591, 50.99175], [3.88188, 51.0016], [3.92137, 51.00315], [3.969195, 51.00196], [4.011095, 51.00315], [4.064472, 51.01523], [4.10143, 51.02278]]], ""type"": ""MultiLineString""}";51.005001282, 3.8150113751
517;P;Dinant -- Bertrix;Train;#579F74;;"{""coordinates"": [[[5.267189, 49.85283], [5.118351, 49.89541], [5.092785, 49.90546], [5.043044, 49.93413], [4.978077, 49.98412], [4.95684, 50.11443], [5.006076, 50.18987], [4.964611, 50.21124], [4.90553, 50.23802], [4.90818, 50.26072]]], ""type"": ""MultiLineString""}";50.0289907885, 5.03615177704
175;IC;Bruxelles-Midi -- Anvers-Noorderdokken;Train;#568997;;"{""coordinates"": [[[4.42791, 51.26164], [4.425033, 51.24413], [4.421098, 51.2172], [4.432219, 51.19923], [4.446515, 51.18303], [4.455737, 51.17125], [4.465158, 51.15412], [4.476358, 51.13403], [4.493184, 51.09124], [4.496119, 51.06998], [4.489917, 51.02988], [4.482785, 51.01765], [4.470935, 50.97745], [4.45749, 50.9584], [4.432826, 50.92458], [4.417075, 50.9075], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571]], [[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.417075, 50.9075], [4.432826, 50.92458], [4.45749, 50.9584], [4.470935, 50.97745], [4.482785, 51.01765], [4.489917, 51.02988], [4.496119, 51.06998], [4.493184, 51.09124], [4.476358, 51.13403], [4.465158, 51.15412], [4.455737, 51.17125], [4.446515, 51.18303], [4.432219, 51.19923], [4.421098, 51.2172], [4.425033, 51.24413], [4.42791, 51.26164]], [[4.42791, 51.26164], [4.425033, 51.24413], [4.421098, 51.2172], [4.432219, 51.19923], [4.446515, 51.18303], [4.455737, 51.17125], [4.465158, 51.15412], [4.476358, 51.13403], [4.493184, 51.09124], [4.496119, 51.06998], [4.489917, 51.02988], [4.482785, 51.01765], [4.470935, 50.97745], [4.45749, 50.9584], [4.432826, 50.92458], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571]]], ""type"": ""MultiLineString""}";51.0352569486, 4.44204554707
183;IC;Luxembourg (l) -- Bruxelles-Midi;Train;#E756AB;;"{""coordinates"": [[[5.90415, 49.64396], [5.809972, 49.68053], [5.786525, 49.68824], [5.769116, 49.69094], [5.632689, 49.71825], [5.539757, 49.72733], [5.452557, 49.85432], [5.37927, 49.92043], [5.292646, 50.01951], [5.280527, 50.0906], [5.276783, 50.13276], [5.266697, 50.1604], [5.31389, 50.20282], [5.301096, 50.22413], [5.194376, 50.24904], [5.12426, 50.26237], [5.10778, 50.26777], [5.091406, 50.29105], [5.061162, 50.3433], [5.022836, 50.36814], [4.996051, 50.38744], [4.94974, 50.40637], [4.929754, 50.41969], [4.884417, 50.4291], [4.88026, 50.4548], [4.86222, 50.46879], [4.80187, 50.49935], [4.76779, 50.5213], [4.748531, 50.53421], [4.7201, 50.55194], [4.691497, 50.57048], [4.66854, 50.59082], [4.648884, 50.60882], [4.63639, 50.61945], [4.613883, 50.63761], [4.56936, 50.67367], [4.545435, 50.69965], [4.53286, 50.71141], [4.514834, 50.7257], [4.49706, 50.73796], [4.46741, 50.76016], [4.44949, 50.7661], [4.408114, 50.7947], [4.399885, 50.80917], [4.389517, 50.82219], [4.373676, 50.83894], [4.380725, 50.84328], [4.36085, 50.85966]], [[5.90415, 49.64396], [5.809972, 49.68053], [5.786525, 49.68824], [5.769116, 49.69094], [5.632689, 49.71825], [5.539757, 49.72733], [5.452557, 49.85432], [5.37927, 49.92043], [5.292646, 50.01951], [5.280527, 50.0906], [5.276783, 50.13276], [5.266697, 50.1604], [5.31389, 50.20282], [5.301096, 50.22413], [5.194376, 50.24904], [5.12426, 50.26237], [5.10778, 50.26777], [5.091406, 50.29105], [5.061162, 50.3433], [5.022836, 50.36814], [4.996051, 50.38744], [4.94974, 50.40637], [4.929754, 50.41969], [4.884417, 50.4291], [4.88026, 50.4548], [4.86222, 50.46879], [4.80187, 50.49935], [4.76779, 50.5213], [4.748531, 50.53421], [4.7201, 50.55194], [4.691497, 50.57048], [4.66854, 50.59082], [4.648884, 50.60882], [4.63639, 50.61945], [4.613883, 50.63761], [4.56936, 50.67367], [4.545435, 50.69965], [4.53286, 50.71141], [4.514834, 50.7257], [4.49706, 50.73796], [4.46741, 50.76016], [4.44949, 50.7661], [4.408114, 50.7947], [4.399885, 50.80917], [4.389517, 50.82219], [4.379445, 50.83], [4.373676, 50.83894], [4.380725, 50.84328], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571]], [[6.133333, 49.6], [5.90415, 49.64396]], [[5.90415, 49.64396], [5.809972, 49.68053], [5.786525, 49.68824], [5.769116, 49.69094], [5.632689, 49.71825], [5.539757, 49.72733], [5.452557, 49.85432], [5.37927, 49.92043], [5.292646, 50.01951], [5.280527, 50.0906], [5.276783, 50.13276], [5.266697, 50.1604], [5.31389, 50.20282], [5.301096, 50.22413], [5.194376, 50.24904], [5.12426, 50.26237], [5.10778, 50.26777], [5.091406, 50.29105], [5.061162, 50.3433], [5.022836, 50.36814], [4.996051, 50.38744], [4.94974, 50.40637], [4.929754, 50.41969], [4.884417, 50.4291], [4.88026, 50.4548], [4.86222, 50.46879], [4.80187, 50.49935], [4.76779, 50.5213], [4.748531, 50.53421], [4.7201, 50.55194], [4.691497, 50.57048], [4.66854, 50.59082], [4.648884, 50.60882], [4.63639, 50.61945], [4.613883, 50.63761], [4.56936, 50.67367], [4.545435, 50.69965], [4.53286, 50.71141], [4.514834, 50.7257], [4.49706, 50.73796], [4.46741, 50.76016], [4.44949, 50.7661], [4.408114, 50.7947], [4.399885, 50.80917], [4.389517, 50.82219], [4.373676, 50.83894], [4.380725, 50.84328], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571]], [[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.380725, 50.84328], [4.373676, 50.83894], [4.389517, 50.82219], [4.399885, 50.80917], [4.408114, 50.7947], [4.44949, 50.7661], [4.46741, 50.76016], [4.49706, 50.73796], [4.514834, 50.7257], [4.53286, 50.71141], [4.545435, 50.69965], [4.56936, 50.67367], [4.613883, 50.63761], [4.63639, 50.61945], [4.648884, 50.60882], [4.66854, 50.59082], [4.691497, 50.57048], [4.7201, 50.55194], [4.748531, 50.53421], [4.76779, 50.5213], [4.80187, 50.49935], [4.86222, 50.46879], [4.88026, 50.4548], [4.884417, 50.4291], [4.929754, 50.41969], [4.94974, 50.40637], [4.996051, 50.38744], [5.022836, 50.36814], [5.061162, 50.3433], [5.091406, 50.29105], [5.10778, 50.26777], [5.12426, 50.26237], [5.194376, 50.24904], [5.301096, 50.22413], [5.31389, 50.20282], [5.266697, 50.1604], [5.276783, 50.13276], [5.280527, 50.0906], [5.292646, 50.01951], [5.37927, 49.92043], [5.452557, 49.85432], [5.539757, 49.72733], [5.632689, 49.71825], [5.769116, 49.69094], [5.786525, 49.68824], [5.809972, 49.68053], [5.90415, 49.64396], [6.133333, 49.6]], [[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.380725, 50.84328], [4.373676, 50.83894], [4.389517, 50.82219], [4.399885, 50.80917], [4.408114, 50.7947], [4.44949, 50.7661], [4.46741, 50.76016], [4.49706, 50.73796], [4.514834, 50.7257], [4.53286, 50.71141], [4.545435, 50.69965], [4.56936, 50.67367], [4.613883, 50.63761], [4.63639, 50.61945], [4.648884, 50.60882], [4.66854, 50.59082], [4.691497, 50.57048], [4.7201, 50.55194], [4.748531, 50.53421], [4.76779, 50.5213], [4.80187, 50.49935], [4.86222, 50.46879], [4.88026, 50.4548], [4.884417, 50.4291], [4.929754, 50.41969], [4.94974, 50.40637], [4.996051, 50.38744], [5.022836, 50.36814], [5.061162, 50.3433], [5.091406, 50.29105], [5.10778, 50.26777], [5.12426, 50.26237], [5.194376, 50.24904], [5.301096, 50.22413], [5.31389, 50.20282], [5.266697, 50.1604], [5.276783, 50.13276], [5.280527, 50.0906], [5.292646, 50.01951], [5.37927, 49.92043], [5.452557, 49.85432], [5.539757, 49.72733], [5.632689, 49.71825], [5.769116, 49.69094], [5.786525, 49.68824], [5.809972, 49.68053]], [[4.36085, 50.85966], [4.380725, 50.84328], [4.373676, 50.83894], [4.389517, 50.82219], [4.399885, 50.80917], [4.408114, 50.7947], [4.44949, 50.7661], [4.46741, 50.76016], [4.49706, 50.73796], [4.514834, 50.7257], [4.53286, 50.71141], [4.545435, 50.69965], [4.56936, 50.67367], [4.613883, 50.63761], [4.63639, 50.61945], [4.648884, 50.60882], [4.66854, 50.59082], [4.691497, 50.57048], [4.7201, 50.55194], [4.748531, 50.53421], [4.76779, 50.5213], [4.80187, 50.49935], [4.86222, 50.46879], [4.88026, 50.4548], [4.884417, 50.4291], [4.929754, 50.41969], [4.94974, 50.40637], [4.996051, 50.38744], [5.022836, 50.36814], [5.061162, 50.3433], [5.091406, 50.29105], [5.10778, 50.26777], [5.12426, 50.26237], [5.194376, 50.24904], [5.301096, 50.22413], [5.31389, 50.20282], [5.266697, 50.1604], [5.276783, 50.13276], [5.280527, 50.0906], [5.292646, 50.01951], [5.37927, 49.92043], [5.452557, 49.85432], [5.539757, 49.72733], [5.632689, 49.71825], [5.769116, 49.69094], [5.786525, 49.68824], [5.809972, 49.68053], [5.90415, 49.64396], [6.133333, 49.6]], [[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.380725, 50.84328], [4.373676, 50.83894], [4.379445, 50.83], [4.389517, 50.82219], [4.399885, 50.80917], [4.408114, 50.7947], [4.44949, 50.7661], [4.46741, 50.76016], [4.49706, 50.73796], [4.514834, 50.7257], [4.53286, 50.71141], [4.545435, 50.69965], [4.56936, 50.67367], [4.613883, 50.63761], [4.63639, 50.61945], [4.648884, 50.60882], [4.66854, 50.59082], [4.691497, 50.57048], [4.7201, 50.55194], [4.748531, 50.53421], [4.76779, 50.5213], [4.80187, 50.49935], [4.86222, 50.46879], [4.88026, 50.4548], [4.884417, 50.4291], [4.929754, 50.41969], [4.94974, 50.40637], [4.996051, 50.38744], [5.022836, 50.36814], [5.061162, 50.3433], [5.091406, 50.29105], [5.10778, 50.26777], [5.12426, 50.26237], [5.194376, 50.24904], [5.301096, 50.22413], [5.31389, 50.20282], [5.266697, 50.1604], [5.276783, 50.13276], [5.280527, 50.0906], [5.292646, 50.01951], [5.37927, 49.92043], [5.452557, 49.85432], [5.539757, 49.72733], [5.632689, 49.71825], [5.769116, 49.69094], [5.786525, 49.68824], [5.809972, 49.68053], [5.90415, 49.64396], [6.133333, 49.6]], [[4.36085, 50.85966], [4.380725, 50.84328], [4.373676, 50.83894], [4.389517, 50.82219], [4.399885, 50.80917], [4.408114, 50.7947], [4.44949, 50.7661], [4.46741, 50.76016], [4.49706, 50.73796], [4.514834, 50.7257], [4.53286, 50.71141], [4.545435, 50.69965], [4.56936, 50.67367], [4.613883, 50.63761], [4.63639, 50.61945], [4.648884, 50.60882], [4.66854, 50.59082], [4.691497, 50.57048], [4.7201, 50.55194], [4.748531, 50.53421], [4.76779, 50.5213], [4.80187, 50.49935], [4.86222, 50.46879], [4.88026, 50.4548], [4.884417, 50.4291], [4.929754, 50.41969], [4.94974, 50.40637], [4.996051, 50.38744], [5.022836, 50.36814], [5.061162, 50.3433], [5.091406, 50.29105], [5.10778, 50.26777], [5.12426, 50.26237], [5.194376, 50.24904], [5.301096, 50.22413], [5.31389, 50.20282], [5.266697, 50.1604], [5.276783, 50.13276], [5.280527, 50.0906], [5.292646, 50.01951], [5.37927, 49.92043], [5.452557, 49.85432], [5.539757, 49.72733], [5.632689, 49.71825], [5.769116, 49.69094], [5.786525, 49.68824], [5.809972, 49.68053]], [[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.380725, 50.84328], [4.373676, 50.83894], [4.379445, 50.83], [4.389517, 50.82219], [4.399885, 50.80917], [4.408114, 50.7947], [4.44949, 50.7661], [4.46741, 50.76016], [4.49706, 50.73796], [4.514834, 50.7257], [4.53286, 50.71141], [4.545435, 50.69965], [4.56936, 50.67367], [4.613883, 50.63761], [4.63639, 50.61945], [4.648884, 50.60882], [4.66854, 50.59082], [4.691497, 50.57048], [4.7201, 50.55194], [4.748531, 50.53421], [4.76779, 50.5213], [4.80187, 50.49935], [4.86222, 50.46879], [4.88026, 50.4548], [4.884417, 50.4291], [4.929754, 50.41969], [4.94974, 50.40637], [4.996051, 50.38744], [5.022836, 50.36814], [5.061162, 50.3433], [5.091406, 50.29105], [5.10778, 50.26777], [5.12426, 50.26237], [5.194376, 50.24904], [5.301096, 50.22413], [5.31389, 50.20282], [5.266697, 50.1604], [5.276783, 50.13276], [5.280527, 50.0906], [5.292646, 50.01951], [5.37927, 49.92043], [5.452557, 49.85432], [5.539757, 49.72733], [5.632689, 49.71825], [5.769116, 49.69094], [5.786525, 49.68824], [5.809972, 49.68053]], [[4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571]], [[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966]], [[5.809972, 49.68053], [5.90415, 49.64396], [6.133333, 49.6]]], ""type"": ""MultiLineString""}";50.1979645137, 5.15745950965
326;S62;Luttre -- Charleroi-Sud;Train;#877325;;"{""coordinates"": [[[4.38412, 50.50586], [4.355296, 50.51381], [4.325126, 50.49706], [4.29031, 50.4928], [4.23468, 50.50611], [4.17986, 50.47816], [4.190611, 50.46498], [4.24737, 50.458], [4.263829, 50.44796], [4.28844, 50.43496], [4.325381, 50.43331], [4.39422, 50.41217], [4.43857, 50.40471]], [[4.43857, 50.40471], [4.39422, 50.41217], [4.325381, 50.43331], [4.28844, 50.43496], [4.263829, 50.44796], [4.24737, 50.458], [4.190611, 50.46498], [4.17986, 50.47816], [4.23468, 50.50611], [4.29031, 50.4928], [4.325126, 50.49706], [4.355296, 50.51381], [4.38412, 50.50586]]], ""type"": ""MultiLineString""}";50.4644369449, 4.29510189774
74;IC;Waremme -- Welkenraedt;Train;#BA8E2B;;"{""coordinates"": [[[5.24948, 50.69455], [5.286398, 50.68507], [5.32141, 50.67861], [5.3676, 50.66991], [5.39845, 50.66405], [5.42956, 50.66181], [5.46055, 50.65861], [5.5097, 50.66121], [5.566698, 50.62455], [5.59983, 50.61314], [5.616075, 50.60802], [5.643734, 50.58698], [5.688351, 50.57321], [5.723666, 50.56506], [5.741577, 50.57209], [5.806155, 50.56818], [5.854913, 50.58814], [5.865333, 50.59092], [5.93649, 50.61625], [5.975386, 50.65971]]], ""type"": ""MultiLineString""}";50.6243009476, 5.62206006295
124;IC;Anvers-Berchem -- Saint-Nicolas;Train;#D663ED;;"{""coordinates"": [[[4.142963, 51.17147], [4.185904, 51.18561], [4.259525, 51.20834], [4.286767, 51.21071], [4.329776, 51.21411], [4.390264, 51.19783], [4.432219, 51.19923]], [[4.432219, 51.19923], [4.390264, 51.19783], [4.329776, 51.21411], [4.286767, 51.21071], [4.259525, 51.20834], [4.185904, 51.18561], [4.142963, 51.17147]]], ""type"": ""MultiLineString""}";51.1996800502, 4.28644183552
410;P;Libramont -- Athus;Train;#60300C;;"{""coordinates"": [[[5.37927, 49.92043], [5.267189, 49.85283], [5.33112, 49.70697], [5.519122, 49.56082], [5.741347, 49.55621], [5.798058, 49.56409], [5.828944, 49.56334]], [[5.828944, 49.56334], [5.798058, 49.56409], [5.741347, 49.55621], [5.519122, 49.56082], [5.33112, 49.70697], [5.267189, 49.85283], [5.37927, 49.92043]]], ""type"": ""MultiLineString""}";49.6734645925, 5.47749063765
367;L;Pepinster -- Spa-Geronstere;Train;#0B2C17;;"{""coordinates"": [[[5.866211, 50.4893], [5.855101, 50.4903], [5.82222, 50.52572], [5.81503, 50.53616], [5.809935, 50.54472], [5.804399, 50.5634], [5.806155, 50.56818]], [[5.806155, 50.56818], [5.804399, 50.5634], [5.809935, 50.54472], [5.81503, 50.53616], [5.82222, 50.52572], [5.855101, 50.4903], [5.866211, 50.4893]]], ""type"": ""MultiLineString""}";50.5230245852, 5.82879165711
